year,population,gdp,primary_energy_consumption,oil_co2,coal_co2,cement_co2,temperature_change_from_ghg,co2
2010,2097834,35881177088,49.67,4.251,0.455,0.431,0.001,8.555
2011,2059940,37869723648,44.336,3.816,0.442,0.557,0.001,7.811
2012,2034639,40536567808,45.963,3.73,0.4,0.575,0.001,7.52
2013,2013004,41350512640,44.237,3.772,0.301,0.54,0.001,7.369
2014,1994153,42137026560,40.747,3.891,0.242,0.559,0.001,7.172
2015,1977874,43774189568,41.746,4.067,0.19,0.47,0.001,7.262
2016,1959864,44811001856,44.499,4.059,0.166,0.346,0.001,7.211
2017,1942599,46295494656,48.978,4.277,0.167,0.437,0.001,7.215
2018,1927586,48143396864,43.564,4.361,0.197,0.551,0.001,7.857
2019,1914267,49380618240,44.837,4.318,0.166,0.561,0.001,7.648
2020,1901119,48292864000,40.858,4.174,0.099,0.551,0.001,6.998
2021,1885592,50255495168,42.625,4.309,0.077,0.539,0.001,7.238
2022,1881058,51248480256,38.475,4.346,0.055,0.54,0.001,6.62
2023,1882400,51248480256,40.233,4.34,0.03,0.54,0.001,6.513
1950,1349349,5281524224,30.269,1.378,0.004,0.131,0,1.512
1951,1387576,7216416768,30.269,1.305,0.004,0.149,0,1.457
1952,1427087,7668370944,30.269,1.022,0.011,0.142,0,1.175
1953,1468018,8826164224,30.269,1.088,0.011,0.149,0,1.248
1954,1510416,10131618816,30.269,1.132,0.007,0.167,0,1.307
1955,1554070,10942504960,30.269,1.392,0.004,0.225,0,1.621
1956,1599147,10684646400,30.269,1.638,0.007,0.24,0,1.885
1957,1645926,10871271424,30.269,1.781,0.007,0.276,0,2.064
1958,1693555,9324887040,30.269,1.722,0.007,0.251,0,1.98
1959,1742776,10115273728,30.269,2.074,0.007,0.367,0,2.448
1960,1794410,10381597696,30.269,2.143,0.011,0.422,0,2.576
1961,1850091,11063281664,30.269,2.242,0.004,0.432,0,2.679
1962,1909584,11489017856,30.269,2.418,0.007,0.425,0,2.851
1963,1970319,11588760576,30.269,2.557,0.022,0.443,0,3.023
1964,2030545,12288256000,30.269,2.796,0.029,0.436,0,3.261
1965,2088838,13524815872,30.269,2.807,0.026,0.48,0,3.312
1966,2148255,14450074624,30.269,3.07,0.011,0.542,0,3.623
1967,2206734,13766497280,30.269,3.059,0.004,0.502,0,3.565
1968,2266376,15496571904,30.269,3.235,0.011,0.447,0,3.693
1969,2328163,15835058176,30.269,3.701,0.026,0.618,0,4.344
1970,2386119,16881377280,30.269,3.269,0.011,0.661,0,3.941
1971,2446319,19054551040,30.269,4.576,0.011,0.713,0,5.301
1972,2509731,22054297600,30.269,4.866,0.018,0.769,0,5.653
1973,2572932,23728646144,30.269,6.302,0.037,0.728,0,7.067
1974,2635185,25050482688,30.269,6.331,0.026,0.731,0,7.088
1975,2693196,17794435072,30.269,5.577,0.026,0.663,0,6.265
1976,2726474,7618016768,30.269,5.258,0.015,0.652,0,5.924
1977,2762162,13767475200,30.269,4.877,0.015,0.494,0,5.386
1978,2822681,13120839680,30.269,5.005,0.015,0.476,0,5.496
1979,2882635,14065546240,30.269,5.078,0.015,0.692,0,5.785
1980,2944766,14227048448,30.269,5.419,0.015,0.456,0,5.89
1981,3008985,14025617408,28.381,5.141,0.015,0.689,0,5.844
1982,3054931,8719515648,27.245,5.254,0.007,0.458,0,5.719
1983,3094999,10518242304,28.143,6.566,0,0.376,0,6.942
1984,3152743,14929918976,26.967,6.423,0,0.29,0,6.713
1985,3217377,18218143744,31.285,7.552,0,0.213,0,7.765
1986,3300373,16681318400,29.916,7.302,0,0.176,0,7.478
1987,3385558,19174717440,31.407,7.511,0,0.159,0,7.67
1988,3454647,13586211840,28.349,7.203,0,0.142,0,7.346
1989,3525288,7735714304,22.561,7.595,0,0.125,0,7.721
1990,3595174,9719894016,20.881,7.76,0,0.108,0,7.868
1991,3668917,13892222976,34.384,8.024,0,0.091,0,8.115
1992,3747374,15011935232,35.185,9.603,0,0.124,0,9.727
1993,3820652,16606039040,44.143,9.885,0.278,0.191,0,10.355
1994,3889803,18542962688,49.709,10.674,0.282,0.155,0,11.111
1995,3960741,20427565056,53.374,11.303,0.476,0.475,0,12.255
1996,4034783,22204446720,56.604,11.406,0.564,0.782,0,12.753
1997,4108409,22434678784,64.812,13.678,0.575,0.846,0,15.099
1998,4181287,24027795456,65.401,14.451,0.502,1.334,0,16.286
1999,4255277,24731826176,67.04,14.59,0.506,1.334,0,16.43
2000,4329344,25915975680,60.606,13.333,0.502,1.631,0,15.466
2001,4401921,27854825472,64.493,14.216,0.502,1.688,0,16.407
2002,4463507,29771683840,65.001,14.066,0.502,1.676,0,16.244
2003,4525512,31778514944,65.766,15.723,0.502,2.305,0,18.529
2004,4599286,35314012160,65.451,14.092,0.502,2.615,0,17.208
2005,4671106,37512384512,62.575,13.399,0.502,2.749,0,16.65
2006,4751146,39442141184,58.008,12.279,0.502,2.012,0,14.792
2007,4844118,44589674496,51.343,10.981,0.502,2.263,0,13.746
2008,4925360,50361561088,66.287,14.594,0.502,2.322,0,17.418
2009,4992293,57304678400,81.972,17.818,0.502,2.542,0,20.958
2010,5041290,64006242304,79.193,16.378,0.564,2.571,0,19.997
2011,5096018,66782068736,79.979,17.06,0.627,2.578,0,20.264
2012,5235744,68494364672,89.541,19.317,0.627,2.389,0,22.332
2013,5743440,71116324864,89.273,19.122,0.502,2.539,0,22.163
2014,6346993,72883560448,91.999,20.753,0.627,2.613,0,23.992
2015,6472470,73219555328,101.518,22.713,0.627,2.395,0,25.735
2016,6323062,74358857728,104.424,23.523,0.627,2.292,0,26.442
2017,6160128,75030323200,111.531,24.956,0.627,2.242,0,27.824
2018,5984120,73615990784,105.197,23.483,0.626,2.047,0,26.157
2019,5794600,68525453312,106.661,23.64,0.627,1.395,0,25.661
2020,5702401,50772561920,103.866,22.336,0.627,0.853,0.001,23.815
2021,5718127,50772615168,105.318,17.877,0.627,0.788,0.001,19.291
2022,5744494,48741707776,105.318,17.291,0.843,0.788,0.001,18.922
2023,5773492,48741707776,105.318,17.199,1.488,0.788,0.001,19.475
1950,579553,458105984,0.598,0.331,1.142,0,0,1.473
1951,590272,484208992,0.598,0.331,1.142,0,0,1.473
1952,601947,498833984,0.598,0.331,1.142,0,0,1.473
1953,614479,519001984,0.598,0.331,1.142,0,0,1.473
1954,627901,547283968,0.598,0.331,1.142,0,0,1.473
1955,642187,565134016,0.598,0.331,1.142,0,0,1.473
1956,657317,588000000,0.598,0.331,1.142,0,0,1.473
1957,674674,608937024,0.598,0.331,1.142,0,0,1.473
1958,694323,632592000,0.598,0.331,1.142,0,0,1.473
1959,714949,651638976,0.598,0.331,1.142,0,0,1.473
1960,736507,698366976,0.598,0.331,1.142,0,0,1.473
1961,758834,711374976,0.598,0.331,1.142,0,0,1.473
1962,781818,819774016,0.598,0.331,1.142,0,0,1.473
1963,805374,907440000,0.598,0.331,1.142,0,0,1.473
1964,829441,982328000,0.598,0.331,1.142,0,0,1.473
1965,854093,1003408000,0.598,0.331,1.142,0,0,1.473
1966,881879,998350016,0.598,0.331,1.142,0,0,1.473
1967,913982,1108547968,0.598,0.331,1.142,0,0,1.473
1968,948105,1104595968,0.598,0.331,1.142,0,0,1.473
1969,983201,1120182016,0.598,0.331,1.142,0,0,1.473
1970,1019273,1144891008,0.598,0.331,1.142,0,0,1.473
1971,1056249,1039584000,0.598,0.331,1.142,0,0,1.473
1972,1094069,1237635968,0.598,0.331,1.142,0,0,1.473
1973,1132705,1557688064,0.598,0.331,1.142,0,0,1.473
1974,1172420,1652966016,0.598,0.331,1.142,0,0,1.473
1975,1213649,1517650048,0.598,0.331,1.142,0,0,1.473
1976,1253217,1769681024,0.598,0.331,1.142,0,0,1.473
1977,1289965,2080790016,0.598,0.331,1.142,0,0,1.473
1978,1327245,2492925952,0.598,0.331,1.142,0,0,1.473
1979,1366173,2219994112,0.598,0.331,1.142,0,0,1.473
1980,1406529,2159450880,0.598,0.331,1.142,0,0,1.473
1981,1448072,2181779968,0.596,0.331,1.142,0,0,1.473
1982,1490732,2258407936,0.596,0.331,1.142,0,0,1.473
1983,1534416,2296230912,0.596,0.331,1.142,0,0,1.473
1984,1578991,2400978944,0.598,0.331,1.142,0,0,1.473
1985,1624382,2483200000,0.656,0.331,1.142,0,0,1.473
1986,1666141,2610615040,0.688,0.331,1.142,0,0,1.473
1987,1703396,2619535872,0.688,0.331,1.142,0,0,1.473
1988,1739848,2855719936,0.463,0.331,1.142,0,0,1.473
1989,1775437,3019896064,0.688,0.331,1.142,0,0,1.473
1990,1809697,3205046016,0.88,0.331,1.142,0,0,1.473
1991,1842383,3210336512,0.894,0.333,1.194,0,0,1.528
1992,1873281,3373566976,0.931,0.341,1.246,0,0,1.587
1993,1901801,3409484288,0.962,0.348,1.286,0,0,1.634
1994,1927709,3499928064,1.069,0.348,1.326,0,0,1.674
1995,1951442,3490315776,1.083,0.355,1.352,0,0,1.707
1996,1972424,3610274048,1.096,0.358,1.378,0,0,1.737
1997,1988139,3655545088,1.077,0.366,1.404,0,0,1.77
1998,1998049,3647322624,0.937,0.37,1.433,0,0,1.803
1999,2003238,3670807296,1.368,0.374,1.451,0,0,1.825
2000,2003918,3769602048,2.469,0.381,1.469,0,0,1.85
2001,2000859,3838921472,2.502,0.385,1.491,0,0,1.876
2002,1994686,3773087744,2.572,0.389,1.516,0,0,1.905
2003,1985060,3857951232,2.616,0.388,1.543,0,0,1.931
2004,1971132,3857815808,2.625,0.41,1.572,0,0,1.982
2005,1953080,3870538496,3.093,0.414,1.598,0,0,2.012
2006,1945066,3946096384,3.287,0.41,1.627,0,0,2.037
2007,1953272,4038812416,3.972,0.421,1.652,0,0,2.074
2008,1966547,4170596864,3.602,0.443,1.682,0,0,2.125
2009,1980885,4214040320,4.116,0.506,1.711,0,0,2.217
2010,1996257,4442653696,4.4,0.524,1.751,0,0,2.275
2011,2014015,4516049920,3.938,0.55,2.514,0,0,3.063
2012,2034363,4740080128,4.153,0.594,2.499,0,0,3.092
2013,2056508,4954224128,4.237,0.594,1.74,0,0,2.334
2014,2080091,5134647808,4.346,0.575,1.898,0,0,2.473
2015,2104613,5279079936,4.243,0.612,1.63,0,0,2.242
2016,2130426,5418792960,4.593,0.649,1.565,0,0,2.213
2017,2157116,5197453312,4.892,0.656,1.858,0,0,2.514
2018,2183612,5068079104,4.796,0.689,1.682,0,0,2.371
2019,2209414,4996214272,4.872,0.718,1.671,0,0,2.389
2020,2235727,4623560704,4.717,0.634,1.539,0,0,2.173
2021,2261549,4709220352,4.866,0.7,2.726,0,0,3.426
2022,2286112,4761723392,4.866,0.736,3.097,0,0,3.833
2023,2311476,4761723392,4.866,0.754,3.134,0,0,3.889
1950,918911,2596423936,9.255,0.048,0.015,0,0,0.048
1951,936414,2745650944,9.255,0.044,0.015,0,0,0.044
1952,954975,2828050944,9.255,0.055,0.015,0,0,0.055
1953,974392,2939300096,9.255,0.059,0.015,0,0,0.059
1954,994771,3104861952,9.255,0.103,0.015,0,0,0.103
1955,1016397,3205312000,9.255,0.059,0.015,0,0,0.059
1956,1039157,3326287872,9.255,0.048,0.015,0,0,0.048
1957,1062948,3452111872,9.255,0.084,0.015,0,0,0.084
1958,1087254,3548545024,9.255,0.161,0.015,0,0,0.161
1959,1112561,3757339904,9.255,0.143,0.015,0,0,0.143
1960,1139519,3876069888,9.255,0.165,0.015,0,0,0.165
1961,1167720,3967028992,9.255,0.161,0.015,0,0,0.161
1962,1197041,4020155904,9.255,0.253,0.015,0,0,0.253
1963,1227418,4116111872,9.255,0.355,0.015,0,0,0.355
1964,1258749,4326503936,9.255,0.484,0.015,0,0,0.484
1965,1291155,4399550976,9.255,0.557,0.015,0,0,0.557
1966,1324389,5234752000,9.255,0.612,0.015,0,0,0.612
1967,1358441,5203200000,9.255,0.612,0.015,0,0,0.612
1968,1393532,5451248128,9.255,0.857,0.015,0.025,0,0.883
1969,1429613,5847312896,9.255,1.235,0.015,0.036,0,1.271
1970,1466675,6226428928,9.255,1.407,0.015,0.044,0,1.451
1971,1504082,6543360000,9.255,1.48,0.015,0.044,0,1.524
1972,1542673,6778911744,9.255,1.462,0.015,0.044,0,1.506
1973,1583590,7037986816,9.255,1.436,0.015,0.044,0,1.48
1974,1626363,7279432192,9.255,1.678,0.015,0.044,0,1.722
1975,1670916,6999468032,9.255,1.44,0.015,0.044,0,1.484
1976,1717070,7333315072,9.255,1.425,0.015,0.05,0,1.476
1977,1766028,7402334208,9.255,1.422,0.015,0.05,0,1.471
1978,1818256,7828102144,9.255,1.44,0.015,0.063,0,1.503
1979,1872713,8200984064,9.255,1.876,0.015,0.066,0,1.942
1980,1929262,7688403968,9.255,1.99,0.015,0.048,0,2.038
1981,1986864,7388005888,8.554,1.894,0.015,0.041,0,1.935
1982,2045076,7519236096,8.597,0.561,0.015,0.037,0,0.597
1983,2107114,7261876224,8.578,0.667,0.015,0.04,0,0.707
1984,2173314,7216527872,7.66,0.66,0.015,0.036,0,0.695
1985,2240550,7070846976,7.752,0.674,0.015,0.042,0,0.716
1986,2308517,6987057152,6.125,0.682,0.015,0.041,0,0.723
1987,2377232,7111704064,4.8,0.714,0.015,0.044,0,0.758
1988,2446941,7312739840,5.974,0.766,0.015,0.043,0,0.809
1989,2517864,7518947840,4.992,0.623,0.015,0.037,0,0.66
1990,2223667,3680819968,2.402,0.436,0.015,0.02,0,0.456
1991,1956523,2990947072,1.353,0.374,0.015,0.001,0,0.375
1992,2072465,1838477312,1.419,0.388,0.015,0.003,0,0.392
1993,2155134,1167734016,1.566,0.414,0.015,0.003,0,0.417
1994,2149928,865093568,1.566,0.414,0.015,0.001,0,0.415
1995,2169167,783478656,1.566,0.414,0.015,0.002,0,0.416
1996,2232286,833012992,1.626,0.421,0.015,0.006,0,0.427
1997,2412994,1626036736,1.622,0.443,0.015,0.003,0,0.446
1998,2670127,1996595968,1.678,0.469,0.015,0.004,0,0.473
1999,2821689,2325522432,1.678,0.37,0.015,0.006,0,0.376
2000,2928117,2767093504,1.891,0.37,0.015,0.029,0,0.399
2001,3015343,3200677120,2.017,0.392,0.015,0.025,0,0.417
2002,3094792,3998735616,1.989,0.41,0.015,0.022,0,0.432
2003,3119533,2541250304,2.179,0.454,0.015,0.01,0,0.464
2004,3156892,2286431744,2.363,0.498,0.015,0.048,0,0.546
2005,3301017,2369891584,2.767,0.594,0.015,0.057,0,0.651
2006,3490792,2547129088,2.834,0.612,0.015,0.061,0,0.673
2007,3669051,2664910080,2.645,0.564,0.015,0.061,0,0.625
2008,3821007,2922602240,2.343,0.495,0.015,0.036,0.001,0.531
2009,3943036,3108980224,2.139,0.495,0.015,0.027,0.001,0.522
2010,4058897,3260614912,3.368,0.682,0.015,0.028,0.001,0.709
2011,4221178,3266880000,3.75,0.788,0.015,0.031,0.001,0.819
2012,4373045,3532272896,4.159,0.868,0.015,0.047,0.001,0.915
2013,4470245,3819599872,3.679,0.799,0.015,0.076,0.001,0.874
2014,4564301,3843632128,4.844,0.619,0.015,0.114,0.001,0.734
2015,4659438,3857900032,4.862,0.583,0.015,0.115,0.001,0.698
2016,4755607,3859976192,5.59,0.55,0.015,0.093,0.001,0.644
2017,4848927,3977674240,4.831,0.56,0.015,0.11,0.001,0.67
2018,4944727,4051631872,5.488,0.477,0.015,0.129,0.001,0.606
2019,5043720,3959325952,5.488,0.799,0.015,0.133,0.001,0.932
2020,5149471,3845664512,5.24,0.618,0.015,0.161,0.001,0.78
2021,5259326,4037436672,5.529,0.575,0.015,0.207,0.001,0.783
2022,5373296,4231560960,5.529,0.585,0.015,0.207,0.001,0.792
2023,5493034,4231560960,5.529,0.564,0.015,0.207,0.001,0.771
1950,1131470,596009088,117.741,0.128,0.015,0,0,0.143
1951,1145389,661046784,117.741,0.154,0.015,0,0,0.169
1952,1162480,710751104,117.741,0.15,0.015,0,0,0.165
1953,1183300,720506944,117.741,0.224,0.026,0,0,0.249
1954,1208183,718957184,117.741,0.231,0.07,0,0,0.3
1955,1241388,905837312,117.741,0.231,0.198,0,0,0.429
1956,1282960,1102899712,117.741,0.238,0.092,0,0,0.33
1957,1328857,1151111680,117.741,0.231,0.081,0,0,0.311
1958,1379207,1269519488,117.741,0.255,0.096,0,0,0.352
1959,1433965,1371398656,117.741,0.351,0.081,0,0,0.432
1960,1492892,1770103936,117.741,0.605,0.088,0,0,0.692
1961,1555702,1943923840,117.741,1.092,0.102,0,0,1.194
1962,1621959,2578051072,117.741,1.033,0.015,0,0,1.048
1963,1690459,3479765504,117.741,1.436,0.026,0,0.001,1.462
1964,1753691,4924499456,117.741,0.66,0.004,0,0.001,0.663
1965,1804016,6314841600,117.741,0.997,0.018,0,0.001,1.015
1966,1849067,7482066944,117.741,2.627,0.018,0,0.001,2.627
1967,1898203,8326407168,117.741,2.444,0.004,0,0.001,18.492
1968,1952789,11132550144,117.741,2.964,0.011,0,0.001,30.114
1969,2014294,12574326784,117.741,6.441,0.004,0.033,0.001,35.522
1970,2082597,13176476672,117.741,2.847,0,0.047,0.001,32.305
1971,2153537,12480906240,117.741,2.634,0.004,0.036,0.002,21.628
1972,2226105,13620840448,117.741,3.195,0.004,0.029,0.002,15.22
1973,2314198,13885775872,117.741,4.196,0,0.04,0.002,14.575
1974,2432219,16970868736,117.741,4.73,0,0.24,0.002,9.338
1975,2571563,17658333184,117.741,5.467,0,0.305,0.002,11.568
1976,2721245,21707874304,117.741,9.155,0,0.733,0.002,17.888
1977,2881540,23630520320,117.741,10.82,0,1.208,0.002,20.198
1978,3052531,24415600640,117.741,9.944,0,1.527,0.003,21.155
1979,3233850,26609033216,117.741,13.068,0,1.509,0.003,25.926
1980,3424375,26794354688,117.741,14.196,0.004,1.491,0.003,26.781
1981,3621488,21659518976,105.442,19.375,0.004,1.474,0.003,28.668
1982,3724775,22274877440,104.302,21.779,0.004,1.817,0.003,30.565
1983,3718967,21733019648,112.289,20.456,0.004,2.245,0.003,30.146
1984,3773637,20643919872,112.446,17.584,0.004,2.658,0.003,28.276
1985,3898745,22390671360,123.672,20.299,0.004,2.863,0.003,31.002
1986,4017404,19866519552,129.348,17.606,0.004,0.898,0.003,33.895
1987,4129743,16966307840,133.002,19.02,0.004,1.153,0.003,32.348
1988,4237754,18275176448,136.179,21.704,0.004,1.147,0.003,36.16
1989,4342927,19622825984,140.902,20.907,0.011,1.132,0.003,37.069
1990,4445242,20372080640,148.89,18.904,0.015,1.108,0.003,36.514
1991,4544405,25389277184,155.436,25.283,0.015,0.971,0.003,42.62
1992,4640358,26617786368,145.051,22.929,0.015,0.941,0.003,37.024
1993,4733054,27601956864,150.268,25.533,0.011,0.94,0.003,38.708
1994,4822039,30319558656,155.36,29.605,0.015,1.551,0.003,51.36
1995,4906851,31943528448,162.22,31.878,0.015,1.308,0.003,54.596
1996,4987402,35211771904,171.446,29.818,0.015,1.444,0.003,53.952
1997,5064640,39983284224,180.536,30.72,0.015,1.025,0.003,51.779
1998,5140710,41617600512,173.741,31.739,0,1.217,0.003,51.653
1999,5218040,45257158656,156.842,33.35,0,1.215,0.003,50.26
2000,5305020,49983451136,212.946,34.152,0,1.213,0.003,53.239
2001,5403637,54225698816,214.66,34.563,0,1.208,0.003,53.114
2002,5508411,57785798656,221.283,33.833,0,1.324,0.003,52.525
2003,5619403,70475276288,218.016,34.936,0,1.398,0.003,55.477
2004,5736696,79415541760,223.347,34.603,0,1.432,0.003,56.85
2005,5858791,94523146240,230.981,34.984,0,1.435,0.003,55.986
2006,5980212,108872916992,211.797,34.519,0.004,2.081,0.003,53.777
2007,6104379,123716321280,210.398,25.219,0,2.016,0.003,44.392
2008,6235433,153726713856,218.432,29.81,0,2.119,0.003,49.699
2009,6366688,165559664640,249.987,31.34,0,2.503,0.003,51.627
2010,6497838,187528527872,263.622,36.117,0,2.699,0.003,59.148
2011,6343210,79210078208,173.02,34.563,0,1.339,0.003,53.542
2012,6179328,147985809408,215.583,31.719,0,0.765,0.003,61.606
2013,6304636,121351323648,231.871,21.669,0,0.778,0.003,51.344
2014,6427260,93388341248,226.453,41.339,0,2.712,0.003,68.348
2015,6531825,92601081856,180.21,31.99,0,1.937,0.003,62.644
2016,6632129,91220393984,176.389,25.512,0,1.589,0.003,60.171
2017,6738770,120859729920,199.04,26.173,0,1.744,0.003,69.58
2018,6849060,130457190400,205.105,25.912,0,1.744,0.003,65.323
2019,6951038,115851206656,212.982,44.268,0,1.395,0.003,76.247
2020,7045404,81726078976,186.527,21.938,0,1.201,0.003,34.237
2021,7135180,104883159040,190.409,30.62,0,1.589,0.003,56.541
2022,7223804,91444477952,190.409,32.998,0,1.589,0.003,57.546
2023,7305660,91444477952,190.409,32.641,0,1.589,0.003,60.976
1950,13786,39280902144,180.693,0.012,0,0,0,0.012
1951,14026,39280902144,180.693,0.012,0,0,0,0.012
1952,14251,39280902144,180.693,0.012,0,0,0,0.012
1953,14489,39280902144,180.693,0.012,0,0,0,0.012
1954,14736,39280902144,180.693,0.012,0,0,0,0.012
1955,14992,39280902144,180.693,0.012,0,0,0,0.012
1956,15265,39280902144,180.693,0.012,0,0,0,0.012
1957,15562,39280902144,180.693,0.012,0,0,0,0.012
1958,15878,39280902144,180.693,0.012,0,0,0,0.012
1959,16189,39280902144,180.693,0.012,0,0,0,0.012
1960,16511,39280902144,180.693,0.015,0,0,0,0.015
1961,16882,39280902144,180.693,0.017,0,0,0,0.017
1962,17299,39280902144,180.693,0.017,0,0,0,0.017
1963,17724,39280902144,180.693,0.019,0,0,0,0.019
1964,18170,39280902144,180.693,0.058,0,0,0,0.058
1965,18631,39280902144,180.693,0.062,0,0,0,0.062
1966,19090,39280902144,180.693,0.061,0,0,0,0.061
1967,19574,39280902144,180.693,0.061,0,0,0,0.061
1968,20105,39280902144,180.693,0.074,0,0,0,0.074
1969,20650,39280902144,180.693,0.088,0,0,0,0.088
1970,21170,39280902144,180.693,0.111,0,0,0,0.111
1971,21618,39280902144,180.693,0.116,0,0,0,0.116
1972,22022,39280902144,180.693,0.108,0,0,0,0.108
1973,22421,39280902144,180.693,0.135,0,0,0,0.135
1974,22826,39280902144,180.693,0.109,0,0,0,0.109
1975,23223,39280902144,180.693,0.137,0,0,0,0.137
1976,23610,39280902144,180.693,0.134,0,0,0,0.134
1977,23994,39280902144,180.693,0.152,0,0,0,0.152
1978,24367,39280902144,180.693,0.152,0,0,0,0.152
1979,24748,39280902144,180.693,0.131,0,0,0,0.131
1980,25113,39280902144,180.693,0.158,0,0,0,0.158
1981,25487,39280902144,180.693,0.148,0,0,0,0.148
1982,25870,39280902144,180.693,0.104,0,0,0,0.104
1983,26261,39280902144,180.693,0.131,0,0,0,0.131
1984,26652,39280902144,180.693,0.136,0,0,0,0.136
1985,27036,39280902144,180.693,0.17,0,0,0,0.17
1986,27405,39280902144,180.693,0.195,0,0,0,0.195
1987,27783,39280902144,180.693,0.125,0,0,0,0.135
1988,28166,39280902144,180.693,0.161,0,0,0,0.179
1989,28555,39280902144,180.693,0.164,0,0,0,0.187
1990,28911,39280902144,180.693,0.173,0,0,0,0.199
1991,29303,39280902144,180.693,0.175,0,0,0,0.206
1992,29750,39280902144,180.693,0.172,0,0,0,0.207
1993,30198,39280902144,180.693,0.177,0,0,0,0.215
1994,30623,39280902144,180.693,0.163,0,0,0,0.201
1995,31054,39280902144,180.693,0.162,0,0,0,0.204
1996,31496,39280902144,180.693,0.158,0,0,0,0.206
1997,31922,39280902144,180.693,0.172,0,0,0,0.218
1998,32341,39280902144,180.693,0.178,0,0,0,0.229
1999,32751,39280902144,180.693,0.172,0,0,0,0.227
2000,33136,39280902144,180.693,0.163,0,0,0,0.217
2001,33469,39280902144,180.693,0.155,0,0,0,0.215
2002,33769,39280902144,180.693,0.159,0,0,0,0.22
2003,34089,39280902144,180.693,0.164,0,0,0,0.229
2004,34409,39280902144,180.693,0.16,0,0,0,0.229
2005,34713,39280902144,180.693,0.157,0,0,0,0.229
2006,35002,39280902144,180.693,0.158,0,0,0,0.231
2007,35249,39280902144,180.693,0.13,0,0,0,0.201
2008,35466,39280902144,180.693,0.147,0,0,0,0.22
2009,35739,39280902144,180.693,0.148,0,0,0,0.205
2010,36021,39280902144,180.693,0.13,0,0,0,0.191
2011,36295,39280902144,180.693,0.123,0,0,0,0.177
2012,36620,39280902144,180.693,0.131,0,0,0,0.185
2013,36930,39280902144,180.693,0.135,0,0,0,0.193
2014,37191,39280902144,180.693,0.113,0,0,0,0.161
